cntr_01,dist_x,pang_x,name_01,ra_01,dec_01,pgc_name,pgc,ra,dec,gl_deg,gb_deg,resolution,has_fuv,has_nuv,has_wise1,has_wise2,has_wise3,has_wise4,time_fuv,time_nuv,afuv,anuv,rms_fuv,std_fuv,rms_nuv,std_nuv,rms_wise1,std_wise1,rms_wise2,std_wise2,rms_wise3,std_wise3,rms_wise4,std_wise4,sat_effects_fuv,star_area_fuv,star_flux_fuv,star_flag_fuv,sat_effects_nuv,star_area_nuv,star_flux_nuv,star_flag_nuv,sat_effects_wise1,star_area_wise1,star_flux_wise1,star_flag_wise1,sat_effects_wise2,star_area_wise2,star_flux_wise2,star_flag_wise2,sat_effects_wise3,star_area_wise3,star_flux_wise3,star_flag_wise3,sat_effects_wise4,star_area_wise4,star_flux_wise4,star_flag_wise4,galaxy_mask_overlap,galaxy_overlap_flag,flux_fuv,rms_flux_fuv,std_flux_fuv,flux_nuv,rms_flux_nuv,std_flux_nuv,flux_wise1,rms_flux_wise1,std_flux_wise1,flux_wise2,rms_flux_wise2,std_flux_wise2,flux_wise3,rms_flux_wise3,std_flux_wise3,flux_wise4,rms_flux_wise4,std_flux_wise4,dist_mpc,e_dist_dex,mtol,method_mtol,logmass,e_logmass,logsfr,e_logsfr,method_sfr,deltams,absbtc,complete_sample,summary_url
100,0.162708,-101.744891,UGC05108,1.4385959400E+02,2.9812642700E+01,PGC27266,27266,143.859543,29.812634,197.325684,47.164730,gauss15,1,1,1,1,1,1,183.2,165.0,0.148,0.148,1.5810E-04,2.6426E-04,2.3533E-04,1.4129E-03,0.00242,0.06011,0.00305,0.03245,1.8833E-02,2.3772E-02,1.4195E-01,1.6159E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,3.2831E-04,9.5813E-07,1.2850E-06,5.2920E-04,1.4132E-06,7.3328E-06,2.2288E-02,8.6044E-06,3.0867E-04,1.3673E-02,1.6322E-05,1.6922E-04,4.4756E-02,2.0339E-04,2.3769E-04,1.1193E-01,7.3477E-04,8.3641E-04,119.674,0.053,0.349,SSFRLIKE,10.86,0.10,0.72,0.20,FUV+WISE4,0.26,-21.230,0,"<a href=""/data/WISE/z0MGS/images/PGC27266.html"">Summary</a>"
101,0.247375,101.245095,UGC05111,1.4421848700E+02,6.6788358700E+01,PGC27358,27358,144.218658,66.788345,145.864960,40.606235,gauss15,1,1,1,1,1,1,106.7,1400.3,0.833,0.833,2.6092E-04,2.8822E-04,8.3687E-05,1.8152E-03,0.00274,0.15687,0.00315,0.08577,1.8857E-02,2.6663E-02,1.2654E-01,1.3583E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,1.4439E-04,2.3100E-06,2.4822E-06,2.5197E-04,6.5415E-07,1.2817E-05,2.9229E-02,1.0891E-05,1.0758E-03,1.8949E-02,1.9742E-05,5.9405E-04,7.4181E-02,2.4282E-04,2.9181E-04,8.4364E-02,8.8609E-04,9.5120E-04,101.345,0.062,0.444,SSFRLIKE,10.94,0.10,0.44,0.20,FUV+WISE4,-0.07,-21.295,0,"<a href=""/data/WISE/z0MGS/images/PGC27358.html"">Summary</a>"
102,1.523628,-146.788947,UGC05244,1.4720069700E+02,6.4167987200E+01,PGC28197,28197,147.200165,64.167633,148.134766,42.958218,gauss15,1,1,1,1,1,1,1253.5,1692.3,0.504,0.504,7.5008E-05,3.8487E-03,1.0045E-04,6.0995E-02,0.00270,0.39914,0.00311,0.22139,1.8064E-02,6.7521E-02,1.4749E-01,1.7683E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,6.7445E-04,7.3608E-07,2.9775E-05,9.0256E-04,7.7177E-07,3.8906E-04,6.9635E-03,1.1747E-05,2.9116E-03,4.0899E-03,2.1864E-05,1.6327E-03,1.1686E-02,2.8382E-04,5.2334E-04,1.8172E-02,1.1222E-03,1.3453E-03,45.080,0.125,0.349,SSFRLIKE,9.51,0.18,-0.63,0.20,FUV+WISE4,-0.20,-19.861,1,"<a href=""/data/WISE/z0MGS/images/PGC28197.html"">Summary</a>"
103,0.121695,-102.124289,UGC05359,1.4971529100E+02,1.9214995800E+01,PGC28828,28828,149.715256,19.214989,214.817719,49.752510,gauss15,1,1,1,1,1,1,188.5,171.4,0.207,0.207,1.4772E-04,1.9518E-04,2.0995E-04,7.4668E-04,0.00234,0.03165,0.00339,0.01756,1.8704E-02,2.3251E-02,1.4036E-01,1.5647E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,4.4188E-04,1.3789E-06,1.7061E-06,6.5358E-04,2.1017E-06,4.9191E-06,1.2103E-02,1.2149E-05,2.1214E-04,7.8026E-03,2.4073E-05,1.1897E-04,2.2110E-02,3.1329E-04,3.5317E-04,2.5890E-02,1.0620E-03,1.1839E-03,123.994,0.051,0.435,SSFRLIKE,10.72,0.10,0.26,0.20,FUV+WISE4,-0.11,-21.364,0,"<a href=""/data/WISE/z0MGS/images/PGC28828.html"">Summary</a>"
104,null,null,UGC05498NED01,1.5301525010E+02,2.3085447000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
105,0.311533,58.122957,UGC05598,1.5555837750E+02,2.0589391800E+01,PGC30351,30351,155.558456,20.589437,215.613449,55.395001,gauss15,0,1,1,1,1,1,null,86.5,null,0.228,null,null,3.1734E-04,2.0074E-03,0.00257,0.03442,0.00277,0.01940,2.2047E-02,2.5620E-02,1.5133E-01,1.6815E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,null,null,null,5.6838E-04,2.5770E-06,1.2685E-05,1.3031E-02,1.0567E-05,1.9966E-04,7.5652E-03,2.0030E-05,1.1548E-04,3.8132E-02,3.0006E-04,3.3474E-04,3.2647E-02,9.6087E-04,1.0676E-03,82.604,0.076,0.423,SSFRLIKE,10.39,0.10,-0.03,0.20,NUV+WISE4,-0.18,-20.072,0,"<a href=""/data/WISE/z0MGS/images/PGC30351.html"">Summary</a>"
106,0.937136,23.314388,UGC06312,1.6950072000E+02,7.8446625000E+00,PGC34527,34527,169.500824,7.844902,249.674454,60.649383,gauss15,1,1,1,1,1,1,1500.6,1260.6,0.371,0.371,7.8889E-05,2.1475E-04,9.6428E-05,6.8885E-04,0.00227,0.02616,0.00258,0.01455,1.9934E-02,2.4843E-02,1.5460E-01,1.6561E-01,0,0.000,0.000,0,0,0.031,0.015,0,0,0.046,0.013,0,0,0.046,0.012,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,7.8692E-05,4.8393E-07,1.1759E-06,1.9785E-04,6.2958E-07,2.6084E-06,2.7086E-02,9.3483E-06,1.1953E-04,1.4670E-02,1.6886E-05,6.8400E-05,2.0303E-02,2.3831E-04,2.6782E-04,1.9943E-02,8.9301E-04,9.5658E-04,92.854,0.068,0.500,SSFRLIKE,10.88,0.10,-0.23,0.20,FUV+WISE4,null,-20.676,0,"<a href=""/data/WISE/z0MGS/images/PGC34527.html"">Summary</a>"
107,0.092054,170.235447,UGC07012,1.8051308700E+02,2.9848072500E+01,PGC37976,37976,180.513092,29.848047,195.961258,78.819435,gauss15,1,1,1,1,1,1,93.4,71.4,0.182,0.182,2.3106E-04,4.6067E-04,3.0622E-04,5.8149E-04,0.00272,0.01552,0.00350,0.00919,1.8239E-02,2.1351E-02,1.3096E-01,1.4769E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.054,0.034,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,2.0095E-03,7.2627E-07,1.9717E-06,2.6250E-03,1.9877E-06,2.8289E-06,9.4048E-03,7.9251E-06,7.1243E-05,5.3435E-03,1.3898E-05,4.4307E-05,2.6548E-02,2.1437E-04,2.3154E-04,3.7373E-02,6.8423E-04,7.7164E-04,44.670,0.125,0.247,SSFRLIKE,9.48,0.10,-0.24,0.20,FUV+WISE4,0.22,-19.490,1,"<a href=""/data/WISE/z0MGS/images/PGC37976.html"">Summary</a>"
108,0.224393,167.272901,UGC08107,1.9491556500E+02,5.3341331200E+01,PGC44641,44641,194.915588,53.341270,120.156670,63.742783,gauss15,1,1,1,1,1,1,72.5,137.9,0.189,0.189,2.4620E-04,5.3884E-04,2.0812E-04,7.9177E-03,0.00233,0.12648,0.00282,0.06896,1.4295E-02,2.1482E-02,1.1179E-01,1.2796E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,6.4327E-04,9.1161E-07,6.8211E-06,9.9716E-04,3.0705E-06,8.8633E-05,3.7692E-02,1.5270E-05,1.4075E-03,2.2341E-02,2.7774E-05,7.7355E-04,7.2557E-02,3.4394E-04,4.1447E-04,8.4481E-02,1.2580E-03,1.4399E-03,124.566,0.051,0.461,SSFRLIKE,11.25,0.10,0.69,0.20,FUV+WISE4,-0.03,-21.691,0,"<a href=""/data/WISE/z0MGS/images/PGC44641.html"">Summary</a>"
109,0.406971,31.489082,UGC08250,1.9758377700E+02,3.2482623000E+01,PGC45700,45700,197.583847,32.482719,86.643890,83.258537,gauss15,1,1,1,1,1,1,101.4,82.5,0.126,0.126,1.9474E-04,2.6909E-04,2.6830E-04,6.1144E-04,0.00232,0.02497,0.00259,0.01613,1.6357E-02,1.9861E-02,1.3129E-01,1.4334E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,2.9147E-04,6.3706E-07,1.8881E-06,4.5983E-04,2.1069E-06,4.0827E-06,7.6510E-03,8.5797E-06,1.5486E-04,4.6373E-03,1.6455E-05,1.0083E-04,1.6926E-02,2.2734E-04,2.5390E-04,3.1493E-02,8.3490E-04,9.1157E-04,79.616,0.079,0.356,SSFRLIKE,10.05,0.10,-0.11,0.20,FUV+WISE4,-0.04,-20.274,0,"<a href=""/data/WISE/z0MGS/images/PGC45700.html"">Summary</a>"
110,0.275704,133.792357,UGC08267,1.9779704250E+02,4.3726459100E+01,PGC45765,45765,197.797119,43.726406,110.698830,72.929779,gauss15,1,1,1,1,1,1,1827.6,4940.7,0.176,0.176,5.6394E-05,1.3434E-04,5.9030E-05,1.8492E-04,0.00195,0.02134,0.00198,0.01124,1.3789E-02,1.5651E-02,1.1188E-01,1.2552E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,9.2011E-05,3.5177E-07,6.6138E-07,1.7947E-04,2.8201E-07,8.8587E-07,1.9149E-02,7.0521E-06,1.0970E-04,1.1954E-02,1.2283E-05,5.8453E-05,5.0879E-02,1.5697E-04,1.7666E-04,6.5551E-02,5.7640E-04,6.4666E-04,109.245,0.058,0.418,SSFRLIKE,10.80,0.10,0.39,0.20,FUV+WISE4,-0.02,-20.715,0,"<a href=""/data/WISE/z0MGS/images/PGC45765.html"">Summary</a>"
111,0.639633,-19.677617,UGC09067,2.1268948500E+02,1.5209246200E+01,PGC50621,50621,212.689423,15.209414,4.067961,68.050949,gauss15,1,1,1,1,1,1,185.2,176.3,0.145,0.145,1.4908E-04,2.5382E-04,2.1594E-04,3.2620E-03,0.00547,0.13297,0.00432,0.07276,1.3705E-02,4.2577E-02,9.8858E-02,1.5986E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,7.8969E-04,8.3793E-07,9.5936E-07,1.1517E-03,1.2036E-06,1.4549E-05,1.7533E-02,1.2189E-05,5.9968E-04,1.0543E-02,1.4394E-05,3.3254E-04,4.7064E-02,1.3838E-04,1.6745E-04,6.2495E-02,4.5007E-04,7.2781E-04,116.574,0.054,0.367,SSFRLIKE,10.76,0.10,0.55,0.20,FUV+WISE4,0.16,-21.305,0,"<a href=""/data/WISE/z0MGS/images/PGC50621.html"">Summary</a>"
112,0.115971,76.902514,UGC09476,2.2038330300E+02,4.4512745200E+01,PGC52476,52476,220.383347,44.512752,78.453049,61.944466,gauss15,0,0,1,1,1,1,null,null,null,null,null,null,null,null,0.00245,0.27791,0.00225,0.15137,1.1451E-02,3.0339E-02,9.0402E-02,1.0124E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,null,null,null,null,null,null,3.0238E-02,1.0259E-05,2.2265E-03,1.8616E-02,1.5938E-05,1.2225E-03,7.5457E-02,2.1236E-04,3.2202E-04,9.3796E-02,7.5713E-04,8.4790E-04,51.642,0.122,0.303,W4W1,10.20,0.10,-0.02,0.20,WISE4,null,-20.248,0,"<a href=""/data/WISE/z0MGS/images/PGC52476.html"">Summary</a>"
113,0.019284,-17.809290,UGC09537,2.2211149800E+02,3.4998049400E+01,PGC52877,52877,222.111496,34.998055,57.684006,63.846054,gauss15,1,1,1,1,1,1,155.0,238.2,0.179,0.179,1.9549E-04,2.5839E-04,1.7675E-04,5.4231E-03,0.00263,0.35747,0.00248,0.19668,1.1757E-02,3.6017E-02,9.3130E-02,9.8890E-02,0,0.000,0.000,0,0,0.000,0.000,0,0,0.060,0.020,0,0,0.026,0.008,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,6.5122E-04,2.5724E-06,3.2158E-06,8.9792E-04,2.2653E-06,5.7453E-05,3.9205E-02,1.5385E-05,3.6970E-03,2.2719E-02,2.4256E-05,2.0527E-03,5.3726E-02,2.6254E-04,4.6743E-04,6.7924E-02,9.9048E-04,1.0517E-03,132.617,0.048,0.495,SSFRLIKE,11.35,0.11,0.67,0.20,FUV+WISE4,-0.11,-22.071,0,"<a href=""/data/WISE/z0MGS/images/PGC52877.html"">Summary</a>"
114,0.106299,-135.609681,UGC09542,2.2225501800E+02,4.2463979800E+01,PGC52908,52908,222.254990,42.463959,73.296837,61.626091,gauss15,1,1,1,1,1,1,142.0,121.5,0.162,0.162,2.1336E-04,2.5997E-04,2.2017E-04,4.4113E-04,0.00188,0.04360,0.00249,0.02465,1.1092E-02,1.6388E-02,8.8424E-02,9.7439E-02,0,0.000,0.000,0,0,0.021,0.017,0,0,0.031,0.007,0,0,0.031,0.007,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,5.4880E-04,1.7513E-06,2.0842E-06,8.1447E-04,1.9352E-06,3.3199E-06,1.5511E-02,8.0439E-06,2.9228E-04,9.2877E-03,1.5525E-05,1.6721E-04,3.3139E-02,1.7200E-04,1.9575E-04,4.3703E-02,6.1760E-04,6.8057E-04,83.215,0.076,0.405,SSFRLIKE,10.45,0.10,0.10,0.20,FUV+WISE4,-0.09,-20.575,0,"<a href=""/data/WISE/z0MGS/images/PGC52908.html"">Summary</a>"
115,0.142258,172.749391,UGC09665,2.2538523150E+02,4.8319829100E+01,PGC53657,53657,225.385239,48.319790,81.775612,57.092831,gauss15,1,1,1,1,1,1,141.0,1218.8,0.196,0.196,2.3677E-04,3.3058E-04,8.9533E-05,2.9740E-04,0.00249,0.39167,0.00243,0.21158,1.2057E-02,3.8353E-02,9.0473E-02,9.9604E-02,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,7.0312E-04,2.2625E-06,2.8395E-06,1.0516E-03,7.5471E-07,2.1895E-06,3.3215E-02,9.2678E-06,3.0936E-03,2.1203E-02,1.5079E-05,1.6998E-03,1.0663E-01,2.0311E-04,3.7458E-04,1.6221E-01,7.4185E-04,8.1672E-04,32.700,0.125,0.347,SSFRLIKE,9.91,0.11,-0.23,0.20,FUV+WISE4,-0.06,-18.980,1,"<a href=""/data/WISE/z0MGS/images/PGC53657.html"">Summary</a>"
116,2.174912,153.084616,UGC09759,2.2767037200E+02,5.5350354100E+01,PGC54154,54154,227.670853,55.349815,90.924095,52.238674,gauss15,1,1,1,1,1,1,188.5,175.0,0.103,0.103,2.0046E-04,3.3845E-04,1.9391E-04,3.7166E-04,0.00190,0.04724,0.00215,0.02563,1.3115E-02,1.8245E-02,9.1458E-02,1.0283E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,2.0284E-04,1.4848E-06,2.2703E-06,4.0163E-04,1.5441E-06,2.4873E-06,2.2680E-02,6.7956E-06,2.8066E-04,1.3779E-02,1.2145E-05,1.5446E-04,4.9508E-02,1.6039E-04,1.8764E-04,6.4714E-02,5.8071E-04,6.5291E-04,54.001,0.116,0.440,SSFRLIKE,10.28,0.10,-0.20,0.20,FUV+WISE4,-0.28,-18.986,0,"<a href=""/data/WISE/z0MGS/images/PGC54154.html"">Summary</a>"
117,0.108988,154.830402,UGC09873,2.3246096550E+02,4.2629002300E+01,PGC55247,55247,232.460983,42.628975,69.210426,54.424206,gauss15,1,1,1,1,1,1,158.7,522.0,0.259,0.259,2.1511E-04,2.2583E-03,1.1207E-04,3.5408E-03,0.00233,0.03001,0.00248,0.01954,9.1291E-03,1.1476E-01,6.9053E-02,2.2650E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.072,0.034,0,0,0.036,0.013,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,3.3052E-04,1.7094E-06,1.2279E-05,4.4323E-04,8.7771E-07,1.8114E-05,7.8238E-03,6.9049E-06,1.3680E-04,5.0935E-03,1.1651E-05,9.1493E-05,2.0829E-02,1.1416E-04,6.0103E-04,3.0689E-02,4.4051E-04,1.4449E-03,86.218,0.074,0.358,SSFRLIKE,10.13,0.10,-0.04,0.20,FUV+WISE4,-0.02,-20.429,0,"<a href=""/data/WISE/z0MGS/images/PGC55247.html"">Summary</a>"
118,0.072364,-43.833926,UGC09892,2.3321649450E+02,4.1191445200E+01,PGC55377,55377,233.216476,41.191460,66.604828,54.159573,gauss15,0,0,1,1,1,1,null,null,null,null,null,null,null,null,0.00204,0.05046,0.00187,0.02746,1.0589E-02,1.3578E-02,8.0860E-02,9.0177E-02,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,null,null,null,null,null,null,1.0997E-02,7.1650E-06,3.1801E-04,6.3888E-03,1.2297E-05,1.7739E-04,2.0027E-02,1.4329E-04,1.6202E-04,2.4580E-02,5.1583E-04,5.7527E-04,86.218,0.073,0.360,W4W1,10.28,0.10,-0.16,0.20,WISE4,null,-20.515,0,"<a href=""/data/WISE/z0MGS/images/PGC55377.html"">Summary</a>"
119,0.199208,44.156343,UGC09919,2.3391518250E+02,1.2606337900E+01,PGC55532,55532,233.915222,12.606378,20.498573,48.977802,gauss15,1,1,1,1,1,1,166.4,150.7,0.392,0.392,2.0745E-04,5.2154E-04,2.4214E-04,9.6524E-04,0.00343,0.03130,0.00314,0.01778,1.3902E-02,2.2257E-02,1.0365E-01,1.1698E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,4.3181E-04,1.8252E-06,3.1286E-06,6.6356E-04,2.1555E-06,5.6683E-06,1.0074E-02,1.1884E-05,1.9319E-04,5.8423E-03,1.9384E-05,1.1285E-04,2.3835E-02,1.9515E-04,2.3387E-04,3.8455E-02,7.2303E-04,8.1601E-04,49.660,0.125,0.361,SSFRLIKE,9.77,0.10,-0.42,0.20,FUV+WISE4,-0.15,-20.145,1,"<a href=""/data/WISE/z0MGS/images/PGC55532.html"">Summary</a>"
120,0.219441,57.668759,UGC10043,2.3717207850E+02,2.1869491400E+01,PGC56094,56094,237.172134,21.869524,35.468510,49.538658,gauss15,1,1,1,1,1,1,134.3,2269.0,0.508,0.508,2.5527E-04,5.2997E-04,7.5792E-05,1.0293E-03,0.00229,0.03099,0.00288,0.01741,1.2541E-02,1.8439E-02,8.9411E-02,9.8789E-02,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,1.5470E-02,0,6.8123E-04,3.4169E-06,4.8979E-06,7.9048E-04,8.3601E-07,9.6873E-06,3.2116E-02,1.4592E-05,3.0934E-04,2.1524E-02,2.6781E-05,1.7587E-04,9.1137E-02,2.6256E-04,3.1025E-04,9.9547E-02,9.4987E-04,1.0495E-03,35.000,0.125,0.411,SSFRLIKE,10.02,0.10,-0.35,0.20,FUV+WISE4,-0.26,-19.110,1,"<a href=""/data/WISE/z0MGS/images/PGC56094.html"">Summary</a>"
121,0.461744,62.512440,UGC10123,2.3976185700E+02,5.1304555800E+01,PGC56570,56570,239.762039,51.304615,80.526863,47.395634,gauss15,1,1,1,1,1,1,160.7,1410.9,0.125,0.125,1.8943E-04,2.2989E-04,1.0380E-04,2.7181E-04,0.00254,0.01865,0.00239,0.01072,8.5157E-03,1.2357E-02,5.0933E-02,5.9340E-02,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,2.7240E-04,1.4569E-06,1.6396E-06,4.4920E-04,5.7423E-07,1.5875E-06,4.0432E-02,6.9355E-06,9.7385E-05,2.5743E-02,1.0806E-05,5.7218E-05,1.2097E-01,9.1314E-05,1.1121E-04,1.5483E-01,2.9253E-04,3.4081E-04,58.749,0.107,0.398,SSFRLIKE,10.56,0.10,0.23,0.20,FUV+WISE4,-0.03,-19.771,0,"<a href=""/data/WISE/z0MGS/images/PGC56570.html"">Summary</a>"
122,0.103063,-8.690687,UGC10205,2.4166740900E+02,3.0098972600E+01,PGC57173,57173,241.667404,30.099001,48.918102,47.372688,gauss15,1,1,1,1,1,1,105.5,161.8,0.410,0.410,2.3970E-04,3.0454E-04,2.2412E-04,6.3657E-04,0.00254,0.05411,0.00282,0.02947,1.1801E-02,2.5758E-02,1.1672E-01,1.3270E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,1.7031E-04,2.2549E-06,2.6306E-06,4.0348E-04,2.0016E-06,4.7694E-06,4.4660E-02,1.0019E-05,3.6919E-04,2.5873E-02,1.8059E-05,2.0640E-04,4.7827E-02,1.7320E-04,2.3423E-04,4.2500E-02,8.2574E-04,9.3880E-04,102.754,0.176,0.500,SSFRLIKE,11.19,0.10,0.18,0.20,FUV+WISE4,null,-21.151,0,"<a href=""/data/WISE/z0MGS/images/PGC57173.html"">Summary</a>"
123,0.022466,120.849470,UGC10331,2.4433795650E+02,5.9320144000E+01,PGC57731,57731,244.337967,59.320141,90.177246,42.452976,gauss15,1,1,1,1,1,1,252.1,1391.3,0.113,0.113,1.6709E-04,3.5158E-04,1.1459E-04,5.9140E-04,0.00382,0.15690,0.00324,0.08317,8.2366E-03,2.9968E-02,5.9555E-02,8.3909E-02,0,0.000,0.000,0,0,0.000,0.000,0,0,0.092,0.069,0,0,0.051,0.036,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,1.2108E-03,1.4302E-06,2.1453E-06,1.6858E-03,7.4465E-07,3.1009E-06,1.1552E-02,1.2449E-05,1.0591E-03,7.6433E-03,1.2517E-05,5.6802E-04,5.5190E-02,1.0938E-04,1.8580E-04,1.6226E-01,4.1704E-04,5.8758E-04,69.438,0.091,0.200,SSFRLIKE,9.86,0.11,0.46,0.20,FUV+WISE4,0.66,-20.413,0,"<a href=""/data/WISE/z0MGS/images/PGC57731.html"">Summary</a>"
124,0.113581,-103.564896,UGC10380,2.4645807000E+02,1.6576129700E+01,PGC58104,58104,246.458038,16.576122,32.527084,39.515949,gauss15,0,0,1,1,1,1,null,null,null,null,null,null,null,null,0.00317,0.41085,0.00344,0.22064,1.8104E-02,4.9563E-02,1.3513E-01,1.5747E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.319,0.462,1,0,0.168,0.124,0,0,0.106,0.032,0,0,0.000,0.000,0,0.0000E+00,0,null,null,null,null,null,null,2.0531E-02,1.2173E-05,2.8754E-03,1.2287E-02,2.1177E-05,1.5678E-03,2.3058E-02,2.8412E-04,4.3817E-04,2.9222E-02,1.0247E-03,1.1941E-03,130.737,0.048,0.439,W4W1,11.00,0.12,0.28,0.20,WISE4,null,-21.511,0,"<a href=""/data/WISE/z0MGS/images/PGC58104.html"">Summary</a>"
125,0.204652,88.185509,UGC10384,2.4669444600E+02,1.1580241300E+01,PGC58141,58141,246.694504,11.580243,26.801256,37.303562,gauss15,1,1,1,1,1,1,1630.1,1485.3,0.520,0.520,8.0746E-05,1.0835E-04,8.9476E-05,4.3794E-04,0.00342,0.06500,0.00315,0.03663,2.1555E-02,2.5140E-02,1.3137E-01,1.5274E-01,0,0.000,0.000,0,0,0.016,0.004,0,0,0.097,0.043,0,0,0.032,0.007,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,5.1385E-04,5.6780E-07,6.7629E-07,8.2623E-04,5.6208E-07,2.5019E-06,2.4364E-02,1.0035E-05,3.6355E-04,1.6859E-02,1.5294E-05,2.0956E-04,1.2129E-01,2.4001E-04,2.7382E-04,1.9482E-01,7.6028E-04,8.8396E-04,74.817,0.084,0.274,SSFRLIKE,10.39,0.10,0.55,0.20,FUV+WISE4,0.41,-20.317,0,"<a href=""/data/WISE/z0MGS/images/PGC58141.html"">Summary</a>"
126,0.165201,50.482221,UGC10710,2.5671870150E+02,4.3122117400E+01,PGC59634,59634,256.718750,43.122147,68.102745,36.719063,gauss15,1,1,1,1,1,1,109.3,141.8,0.301,0.301,2.4045E-04,2.9664E-04,2.3114E-04,4.5134E-04,0.00199,0.27716,0.00209,0.14420,1.3008E-02,3.0675E-02,1.0872E-01,1.1494E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.141,0.087,0,0,0.102,0.055,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,3.9074E-04,2.6362E-06,2.9514E-06,5.2539E-04,2.3071E-06,3.8609E-06,2.2929E-02,8.5097E-06,2.0972E-03,1.4409E-02,1.5334E-05,1.1147E-03,4.2339E-02,2.3243E-04,3.3681E-04,4.1327E-02,8.9144E-04,9.4247E-04,125.835,0.050,0.489,SSFRLIKE,11.07,0.11,0.40,0.20,FUV+WISE4,-0.19,-21.472,0,"<a href=""/data/WISE/z0MGS/images/PGC59634.html"">Summary</a>"
